club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,match_score,best_match_name,best_match_Overall_Match_Total_Standardized
Borussia Dortmund,Patrick Owomoyela,33.0,Right-Back,Without Club,-,out,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,Borussia Dortmund,0.7277422014628081
Bayer 04 Leverkusen,Heung-min Son,20.0,Left Winger,Hamburger SV,€12.50m,in,Summer,12.5,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Emre Can,19.0,Defensive Midfield,Bayern Munich,€5.00m,in,Summer,5.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Giulio Donati,23.0,Right-Back,Inter,€3.00m,in,Summer,3.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Robbie Kruse,24.0,Left Winger,F. Düsseldorf,€1.50m,in,Summer,1.5,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Joel Pohjanpalo,18.0,Centre-Forward,HJK Helsinki,Loan fee:€500Th.,in,Summer,0.5,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Eren Derdiyok,25.0,Centre-Forward,TSG Hoffenheim,Loan fee:€500Th.,in,Summer,0.5,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Emir Spahic,32.0,Centre-Back,Sevilla FC,€400Th.,in,Summer,0.4,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Andrés Palop,39.0,Goalkeeper,Sevilla FC,free transfer,in,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Levin Öztunali,17.0,Central Midfield,Hamburg U19,free transfer,in,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Roberto Hilbert,28.0,Right-Back,Besiktas,free transfer,in,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Jonas Meffert,18.0,Defensive Midfield,Leverkusen U19,-,in,Summer,,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Christoph Kramer,22.0,Defensive Midfield,VfL Bochum,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Konstantinos Stafylidis,19.0,Left-Back,PAOK Salonika,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Nicolai Jörgensen,22.0,Centre-Forward,FC Copenhagen,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Carlinhos,19.0,Attacking Midfield,Jahn Regensburg,"End of loanJun 29, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,André Schürrle,22.0,Left Winger,Chelsea,€22.00m,out,Summer,22.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Daniel Carvajal,21.0,Right-Back,Real Madrid,€6.50m,out,Summer,6.5,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Michal Kadlec,28.0,Centre-Back,Fenerbahce,€4.50m,out,Summer,4.5,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Hajime Hosogai,27.0,Defensive Midfield,Hertha BSC,€1.00m,out,Summer,1.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Nicolai Jörgensen,22.0,Centre-Forward,FC Copenhagen,€670Th.,out,Summer,0.67,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Junior Fernandes,25.0,Left Winger,Dinamo Zagreb,Loan fee:€250Th.,out,Summer,0.25,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Christoph Kramer,22.0,Defensive Midfield,Bor. M'gladbach,Loan fee:€200Th.,out,Summer,0.2,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Karim Bellarabi,23.0,Right Winger,E. Braunschweig,Loan fee:€150Th.,out,Summer,0.15,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Arkadiusz Milik,19.0,Centre-Forward,FC Augsburg,Loan fee:€150Th.,out,Summer,0.15,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Daniel Schwaab,24.0,Centre-Back,VfB Stuttgart,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Michael Rensing,29.0,Goalkeeper,F. Düsseldorf,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Kolja Pusch,20.0,Attacking Midfield,Chemnitzer FC,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Joel Pohjanpalo,18.0,Centre-Forward,VfR Aalen,loan transfer,out,Summer,,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Manuel Friedrich,33.0,Centre-Back,Without Club,-,out,Summer,,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
Bayer 04 Leverkusen,Carlinhos,19.0,Attacking Midfield,Desp. Brasil,"End of loanJun 30, 2013",out,Summer,,1 Bundesliga,2013,2013/2014,Germany,91,Bayer Leverkusen,0.4924165766312748
SC Freiburg,Vladimir Darida,23.0,Central Midfield,Viktoria Plzen,€4.00m,in,Summer,4.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Felix Klaus,20.0,Right Winger,Greuther Fürth,€1.10m,in,Summer,1.1,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Gelson Fernandes,26.0,Defensive Midfield,Sporting CP,€400Th.,in,Summer,0.4,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Admir Mehmedi,22.0,Second Striker,Dynamo Kyiv,Loan fee:€300Th.,in,Summer,0.3,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Francis Coquelin,22.0,Defensive Midfield,Arsenal,Loan fee:€200Th.,in,Summer,0.2,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Vaclav Pilar,24.0,Left Midfield,VfL Wolfsburg,Loan fee:€200Th.,in,Summer,0.2,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Christopher Jullien,20.0,Centre-Back,AJ Auxerre,free transfer,in,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Mike Hanke,29.0,Centre-Forward,Bor. M'gladbach,free transfer,in,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Denis Perger,20.0,Left-Back,FC Koper,€30Th.,in,Summer,0.03,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Sebastian Kerk,19.0,Attacking Midfield,SC Freiburg U19,-,in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Nicolas Höfler,23.0,Defensive Midfield,Erzgebirge Aue,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Beg Ferati,26.0,Centre-Back,FC Winterthur,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Erich Sautner,21.0,Attacking Midfield,Hallescher FC,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Simon Brandstetter,23.0,Centre-Forward,Karlsruher SC,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Daniel Caligiuri,25.0,Right Winger,VfL Wolfsburg,€4.50m,out,Summer,4.5,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Cédric Makiadi,29.0,Central Midfield,Werder Bremen,€3.00m,out,Summer,3.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Max Kruse,25.0,Second Striker,Bor. M'gladbach,€2.50m,out,Summer,2.5,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Johannes Flum,25.0,Central Midfield,E. Frankfurt,€2.00m,out,Summer,2.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Beg Ferati,26.0,Centre-Back,FC Sion,€200Th.,out,Summer,0.2,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Simon Brandstetter,23.0,Centre-Forward,Rot-Weiß Erfurt,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Erich Sautner,21.0,Attacking Midfield,Waldh. Mannheim,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Erik Jendrisek,26.0,Centre-Forward,Energie Cottbus,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Mounir Bouziane,22.0,Centre-Forward,FSV Mainz 05 II,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Jan Rosenthal,27.0,Second Striker,E. Frankfurt,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Denis Perger,20.0,Left-Back,Wehen Wiesbaden,loan transfer,out,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Ezequiel Calvente,22.0,Right Winger,Real Betis,"End of loanJun 30, 2013",out,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
SC Freiburg,Ivan Santini,24.0,Centre-Forward,NK Zadar,"End of loanJun 30, 2013",out,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,SC Freiburg,0.2224076878225192
Eintracht Frankfurt,Vaclav Kadlec,21.0,Centre-Forward,Sparta Prague,€3.20m,in,Summer,3.2,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Johannes Flum,25.0,Central Midfield,SC Freiburg,€2.00m,in,Summer,2.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Joselu,23.0,Centre-Forward,TSG Hoffenheim,Loan fee:€800Th.,in,Summer,0.8,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Stephan Schröck,26.0,Attacking Midfield,TSG Hoffenheim,€500Th.,in,Summer,0.5,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Tranquillo Barnetta,28.0,Attacking Midfield,FC Schalke 04,Loan fee:€500Th.,in,Summer,0.5,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Marco Russ,27.0,Centre-Back,VfL Wolfsburg,€400Th.,in,Summer,0.4,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Marvin Bakalorz,23.0,Defensive Midfield,Bor. Dortmund,€75Th.,in,Summer,0.075,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Marco Aulbach,19.0,Goalkeeper,W. Burghausen,free transfer,in,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Felix Wiedwald,23.0,Goalkeeper,MSV Duisburg,free transfer,in,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Jan Rosenthal,27.0,Second Striker,SC Freiburg,free transfer,in,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Luca Waldschmidt,17.0,Second Striker,Frankfurt U17,-,in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Vadim Demidov,26.0,Centre-Back,Celta de Vigo,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Olivier Occéan,31.0,Centre-Forward,1.FC K'lautern,Loan fee:€500Th.,out,Summer,0.5,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Karim Matmour,28.0,Right Winger,1.FC K'lautern,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Vadim Demidov,26.0,Centre-Back,Anzhi,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Oka Nikolov,39.0,Goalkeeper,Philadelphia,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Julian Dudda,20.0,Centre-Back,W. Bremen II,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Martin Amedick,30.0,Centre-Back,SC Paderborn,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Heiko Butscher,32.0,Centre-Back,VfL Bochum,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Eintracht Frankfurt,Marco Russ,27.0,Centre-Back,VfL Wolfsburg,"End of loanJun 30, 2013",out,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,Eintracht Frankfurt,0.3315605301309335
Borussia Mönchengladbach,Raffael,28.0,Second Striker,Dynamo Kyiv,€5.00m,in,Summer,5.0,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Max Kruse,25.0,Second Striker,SC Freiburg,€2.50m,in,Summer,2.5,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Joel Mero,18.0,Centre-Back,FC Lahti,€200Th.,in,Summer,0.2,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Christoph Kramer,22.0,Defensive Midfield,Bay. Leverkusen,Loan fee:€200Th.,in,Summer,0.2,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Mahmoud Dahoud,17.0,Central Midfield,M'gladbach U17,-,in,Summer,,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Nico Brandenburger,18.0,Defensive Midfield,M'gladbach U19,-,in,Summer,,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Igor de Camargo,30.0,Centre-Forward,TSG Hoffenheim,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Matthias Zimmermann,21.0,Right-Back,Greuther Fürth,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Mathew Leckie,22.0,Left Winger,FSV Frankfurt,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Igor de Camargo,30.0,Centre-Forward,TSG Hoffenheim,€1.40m,out,Summer,1.4,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Mathew Leckie,22.0,Left Winger,FSV Frankfurt,€300Th.,out,Summer,0.3,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Matthias Zimmermann,21.0,Right-Back,SV Sandhausen,Loan fee:€50Th.,out,Summer,0.05,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Niklas Dams,23.0,Centre-Back,Servette FC,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Mike Hanke,29.0,Centre-Forward,SC Freiburg,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Alexander Mühling,20.0,Central Midfield,M'gladbach II,-,out,Summer,,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Alexander Ring,22.0,Central Midfield,HJK Helsinki,"End of loanJun 30, 2013",out,Summer,,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
Borussia Mönchengladbach,Tolga Cigerci,21.0,Defensive Midfield,VfL Wolfsburg,"End of loanJun 30, 2013",out,Summer,,1 Bundesliga,2013,2013/2014,Germany,98,Borussia Monchengladbach,0.2860852134465749
VfL Wolfsburg,Luiz Gustavo,26.0,Defensive Midfield,Bayern Munich,€16.00m,in,Summer,16.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Timm Klose,25.0,Centre-Back,1.FC Nuremberg,€6.00m,in,Summer,6.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Daniel Caligiuri,25.0,Right Winger,SC Freiburg,€4.50m,in,Summer,4.5,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Junior Malanda,18.0,Defensive Midfield,Zulte Waregem,€1.70m,in,Summer,1.7,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Max Grün,26.0,Goalkeeper,Greuther Fürth,€400Th.,in,Summer,0.4,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Stefan Kutschke,24.0,Centre-Forward,RB Leipzig,free transfer,in,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Akaki Gogia,21.0,Right Midfield,FC St. Pauli,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Ja-cheol Koo,24.0,Central Midfield,FC Augsburg,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Sebastian Polter,22.0,Centre-Forward,1.FC Nuremberg,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Kevin Scheidhauer,21.0,Second Striker,VfL Bochum,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Giovanni Sio,24.0,Centre-Forward,FC Sochaux,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Bjarne Thoelke,21.0,Centre-Back,Dynamo Dresden,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Ibrahim Sissoko,21.0,midfield,Panathinaikos,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Felipe Lopes,25.0,Centre-Back,VfB Stuttgart,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Mateusz Klich,23.0,Central Midfield,PEC Zwolle,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Tolga Cigerci,21.0,Defensive Midfield,Bor. M'gladbach,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Rasmus Jönsson,23.0,Centre-Forward,FSV Frankfurt,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Patrick Ochs,29.0,Right-Back,TSG Hoffenheim,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Michael Schulze,24.0,Right-Back,Energie Cottbus,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Emanuel Pogatetz,30.0,Centre-Back,West Ham,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Marco Russ,27.0,Centre-Back,E. Frankfurt,"End of loanJun 30, 2013",in,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Makoto Hasebe,29.0,Defensive Midfield,1.FC Nuremberg,€2.50m,out,Summer,2.5,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Simon Kjaer,24.0,Centre-Back,LOSC Lille,€2.50m,out,Summer,2.5,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Giovanni Sio,24.0,Centre-Forward,FC Basel,€2.00m,out,Summer,2.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Sebastian Polter,22.0,Centre-Forward,1.FSV Mainz 05,€750Th.,out,Summer,0.75,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Marco Russ,27.0,Centre-Back,E. Frankfurt,€400Th.,out,Summer,0.4,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Ferhan Hasani,23.0,Attacking Midfield,Bröndby IF,€350Th.,out,Summer,0.35,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Tolga Cigerci,21.0,Defensive Midfield,Hertha BSC,Loan fee:€300Th.,out,Summer,0.3,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Mateusz Klich,23.0,Central Midfield,PEC Zwolle,€200Th.,out,Summer,0.2,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Vaclav Pilar,24.0,Left Midfield,SC Freiburg,Loan fee:€200Th.,out,Summer,0.2,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Michael Schulze,24.0,Right-Back,Energie Cottbus,€150Th.,out,Summer,0.15,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Rasmus Jönsson,23.0,Centre-Forward,Aalborg BK,Loan fee:€100Th.,out,Summer,0.1,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Ibrahim Sissoko,21.0,midfield,Saint-Étienne,Loan fee:€100Th.,out,Summer,0.1,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Thomas Kahlenberg,30.0,Central Midfield,Bröndby IF,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Patrick Helmes,29.0,Centre-Forward,1. FC Köln,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Marwin Hitz,25.0,Goalkeeper,FC Augsburg,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Yohandry Orozco,22.0,Attacking Midfield,Táchira,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Akaki Gogia,21.0,Right Midfield,Hallescher FC,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Emanuel Pogatetz,30.0,Centre-Back,1.FC Nuremberg,free transfer,out,Summer,0.0,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Junior Malanda,18.0,Defensive Midfield,Zulte Waregem,loan transfer,out,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
VfL Wolfsburg,Fagner,24.0,Right-Back,Vasco da Gama,loan transfer,out,Summer,,1 Bundesliga,2013,2013/2014,Germany,100,VfL Wolfsburg,0.2838339598637815
